uid,premise,hypothesis,label,metadata
2301,"After Edward died and it didn't seem like she was going to find somebody, some of us here wrote to her, you know, and what I said was:' You should come back. Come back to us and live with all your friends in Canterbury. ' She wrote me a short note and said she couldn't.",She couldn't come back to Canterbury.,E,"{'context1': ""After Edward died and it didn't seem like she was going to find somebody, some of us here wrote to her, you know, and what I said was:' You should come back."", 'context2': ""Come back to us and live with all your friends in Canterbury. '"", 'target_sentence': ""She wrote me a short note and said she couldn't."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': '{\'factive\': \'said\', \'embedded_clause\': ""she could n\'t""}', 'trigger_type': 'clause_embedding_predicates', 'annotator': 'AW', 'nli_labels': ['N', 'E', 'E', 'E', 'N'], 'ratings': [80.13, 99.59, 99.02, 100.0, 25.43]}"
2305-neg,"Speaker A: So there are a lot of bruised and personal feelings in the Senate about Chuck Hagel. That's why he'll have the most difficulty. But in the end, while he may have multiple votes against him, I believe they will filibuster him, and if they don't, they can't stop him.",They will filibuster him.,E,"{'context1': 'So there are a lot of bruised and personal feelings in the Senate about Chuck Hagel.', 'context2': ""That's why he'll have the most difficulty."", 'target_sentence': ""But in the end, while he may have multiple votes against him, I believe they will filibuster him, and if they don't, they can't stop him."", 'speaker_context1': 'RON-ELVING', 'speaker_context2': 'RON-ELVING', 'speaker_target': 'RON-ELVING', 'type': 'negated', 'adversarial': False, 'original_negated': True, 'trigger_data': ""{'factive': 'believe', 'embedded_clause': 'they will filibuster him'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'AW', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [99.43, 100.0, 97.7, 100.0, 99.28]}"
2305,"Speaker A: So there are a lot of bruised and personal feelings in the Senate about Chuck Hagel. That's why he'll have the most difficulty. But in the end, while he may have multiple votes against him, I don't believe they will filibuster him, and if they don't, they can't stop him.",They will filibuster him.,N,"{'context1': 'So there are a lot of bruised and personal feelings in the Senate about Chuck Hagel.', 'context2': ""That's why he'll have the most difficulty."", 'target_sentence': ""But in the end, while he may have multiple votes against him, I don't believe they will filibuster him, and if they don't, they can't stop him."", 'speaker_context1': 'RON-ELVING', 'speaker_context2': 'RON-ELVING', 'speaker_target': 'RON-ELVING', 'type': 'original', 'adversarial': False, 'original_negated': True, 'trigger_data': ""{'factive': 'believe', 'embedded_clause': 'they will filibuster him'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'AW', 'nli_labels': ['N', 'N', 'C', 'N', 'N'], 'ratings': [22.9, 30.76, 0.03, 34.11, 10.56]}"
2314-neg,"It starts when I enter a room at the Peninsula Hotel in Chicago to interview Nicolas Cage, Spike Jonze and Charlie Kaufman. There they are, positioned around the coffee table like my parole board. I haven't been warned they will not pose for photos and will not do TV interviews.",They will not pose for photos and will not do TV interviews.,E,"{'context1': 'It starts when I enter a room at the Peninsula Hotel in Chicago to interview Nicolas Cage, Spike Jonze and Charlie Kaufman.', 'context2': 'There they are, positioned around the coffee table like my parole board.', 'target_sentence': ""I haven't been warned they will not pose for photos and will not do TV interviews."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'warned', 'embedded_clause': 'they will not pose for photos and will not do TV interviews'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'AW', 'nli_labels': ['N', 'E', 'E', 'E', 'E'], 'ratings': [91.35, 99.54, 100.0, 100.0, 99.37]}"
2314,"It starts when I enter a room at the Peninsula Hotel in Chicago to interview Nicolas Cage, Spike Jonze and Charlie Kaufman. There they are, positioned around the coffee table like my parole board. I have been warned they will not pose for photos and will not do TV interviews.",They will not pose for photos and will not do TV interviews.,E,"{'context1': 'It starts when I enter a room at the Peninsula Hotel in Chicago to interview Nicolas Cage, Spike Jonze and Charlie Kaufman.', 'context2': 'There they are, positioned around the coffee table like my parole board.', 'target_sentence': 'I have been warned they will not pose for photos and will not do TV interviews.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'warned', 'embedded_clause': 'they will not pose for photos and will not do TV interviews'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'AW', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 100.0, 100.0, 100.0]}"
2316-neg, In 1900 the College Entrance Examination Board was established to set specific standards of university acceptance. This was not to ensure that those who passed the examination and were accepted by the university were adequately prepared to do university work.,Those who passed the examination and were accepted by the university were adequately prepared to do university work.,N,"{'context1': '', 'context2': 'In 1900 the College Entrance Examination Board was established to set specific standards of university acceptance.', 'target_sentence': 'This was not to ensure that those who passed the examination and were accepted by the university were adequately prepared to do university work.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'ensure', 'embedded_clause': 'that those who passed the examination and were accepted by the university were adequately prepared to do university work'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'AW', 'nli_labels': ['E', 'N', 'N', 'N', 'N'], 'ratings': [99.94, 21.06, 65.46, 51.95, 48.5]}"
2316, In 1900 the College Entrance Examination Board was established to set specific standards of university acceptance. This was to ensure that those who passed the examination and were accepted by the university were adequately prepared to do university work.,Those who passed the examination and were accepted by the university were adequately prepared to do university work.,E,"{'context1': '', 'context2': 'In 1900 the College Entrance Examination Board was established to set specific standards of university acceptance.', 'target_sentence': 'This was to ensure that those who passed the examination and were accepted by the university were adequately prepared to do university work.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'ensure', 'embedded_clause': 'that those who passed the examination and were accepted by the university were adequately prepared to do university work'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'AW', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [90.24, 97.25, 100.0, 100.0, 100.0]}"
2317-neg,"""I'm sure they are wondering what went wrong, just as we are wondering what went wrong,"" he said.  Lawyer Scott Robinson did not say he expects the jury to recommend death.",Scott Robinson expects the jury to recommend death.,N,"{'context1': '""I\'m sure they are wondering what went wrong, just as we are wondering what went wrong,"" he said.', 'context2': '', 'target_sentence': 'Lawyer Scott Robinson did not say he expects the jury to recommend death.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'said', 'embedded_clause': 'he expects the jury to recommend death'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'AW', 'nli_labels': ['N', 'C', 'C', 'N', 'N'], 'ratings': [9.76, 0.12, 0.0, 17.8, 50.0]}"
2317,"""I'm sure they are wondering what went wrong, just as we are wondering what went wrong,"" he said.  Lawyer Scott Robinson said he expects the jury to recommend death.",Scott Robinson expects the jury to recommend death.,E,"{'context1': '""I\'m sure they are wondering what went wrong, just as we are wondering what went wrong,"" he said.', 'context2': '', 'target_sentence': 'Lawyer Scott Robinson said he expects the jury to recommend death.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'factive': 'said', 'embedded_clause': 'he expects the jury to recommend death'}"", 'trigger_type': 'clause_embedding_predicates', 'annotator': 'AW', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 96.2, 99.37, 98.69]}"
2319-neg,"The proper response, truly, is a shower of pies across the nighttime sky upon Silicon Valley. ""  A letter of support the BBB disseminated didn't manage to bring in references to the new San Francisco Giants stadium currently being built, Mumia Abu-Jamal, the ""mysterious"" death of a San Francisco poll worker, and the international labor movement.",It would take effort to bring in references to the new San Francisco Giants stadium currently being built.,E,"{'context1': 'The proper response, truly, is a shower of pies across the nighttime sky upon Silicon Valley. ""', 'context2': '', 'target_sentence': 'A letter of support the BBB disseminated didn\'t manage to bring in references to the new San Francisco Giants stadium currently being built, Mumia Abu-Jamal, the ""mysterious"" death of a San Francisco poll worker, and the international labor movement.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'managed to', 'inference': 'the action takes effort'}"", 'trigger_type': 'implicative_predicates', 'annotator': 'AW', 'nli_labels': ['N', 'E', 'N', 'E', 'E'], 'ratings': [85.03, 93.69, 84.72, 90.5, 100.0]}"
2319,"The proper response, truly, is a shower of pies across the nighttime sky upon Silicon Valley. ""  A letter of support the BBB disseminated managed to bring in references to the new San Francisco Giants stadium currently being built, Mumia Abu-Jamal, the ""mysterious"" death of a San Francisco poll worker, and the international labor movement.",It would take effort to bring in references to the new San Francisco Giants stadium currently being built.,N,"{'context1': 'The proper response, truly, is a shower of pies across the nighttime sky upon Silicon Valley. ""', 'context2': '', 'target_sentence': 'A letter of support the BBB disseminated managed to bring in references to the new San Francisco Giants stadium currently being built, Mumia Abu-Jamal, the ""mysterious"" death of a San Francisco poll worker, and the international labor movement.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'managed to', 'inference': 'the action takes effort'}"", 'trigger_type': 'implicative_predicates', 'annotator': 'AW', 'nli_labels': ['N', 'N', 'E', 'N', 'N'], 'ratings': [84.72, 10.47, 86.37, 62.02, 77.1]}"
2320-neg," Some investigators (Pascoe 1983; Singh 1990; Zastowny, Roghmann, and Hengst 1983) have found a significant relationship between ethnicity and overall satisfaction. Others (Hall and Dornan 1990) haven't failed to demonstrate such a relationship.",Others have attempted to demonstrate such a relationship.,E,"{'context1': '', 'context2': 'Some investigators (Pascoe 1983; Singh 1990; Zastowny, Roghmann, and Hengst 1983) have found a significant relationship between ethnicity and overall satisfaction.', 'target_sentence': ""Others (Hall and Dornan 1990) haven't failed to demonstrate such a relationship."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'failed', 'inference': 'the subject attempts the effort to complete the action'}"", 'trigger_type': 'implicative_predicates', 'annotator': 'AW', 'nli_labels': ['N', 'E', 'E', 'N', 'E'], 'ratings': [60.85, 100.0, 99.19, 65.32, 100.0]}"
